
, 0
-72333.75, 0
-72320.25, 0
-72255.97, 0
-72187.88, 0
-72153.68, 0
-72140.25, 0
-72156.34, 0
-72155.18, 0
-72131.11, 0
-72084.51, 0
-72016.60, 0
-71990.05, 0
-72015.65, 0
-72128.18, 0
-72313.31, 0
-72491.22, 0
-72615.20, 0
-72616.09, 0
-72505.17, 0
-72329.84, 0
-72139.39, 0
-72026.75, 0
-72025.96, 0
-72159.60, 0
-72385.94, 0
-72606.15, 0
-72768.59, 0
-72807.38, 0
-72746.58, 0
-72639.71, 0
-72526.01, 0
-72469.78, 0
-72464.34, 0
-72513.53, 0
-72583.58, 0
-72611.76, 0
-72594.22, 0
-72513.36, 0
-72417.16, 0
-72352.71, 0
-72330.82, 0
-72367.55, 0
-72422.64, 0
-72484.95, 0
-72531.20, 0
-72530.78, 0
-72510.26, 0
-72465.09, 0
-72432.86, 0
-72424.55, 0
-72416.97, 0
-72417.10, 0
-72390.41, 0
-72355.58, 0
-72329.35, 0
-72310.96, 0
-72334.66, 0
-72378.59, 0
-72454.16, 0
-72537.18, 0
-72573.23, 0
-72559.45, 0
-72473.66, 0
-72360.77, 0
-72253.29, 0
-72163.32, 0
-72127.08, 0
-72120.70, 0
-72143.03, 0
-72172.02, 0
-72168.30, 0
-72141.83, 0
-72072.94, 0
-72008.22, 0
-71979.36, 0
-71991.01, 0
-72066.54, 0
-72169.54, 0
-72299.94, 0
-72428.55, 0
-72509.06, 0
-72540.67, 0
-72498.40, 0
-72413.84, 0
-72316.87, 0
-72219.64, 0
-72155.59, 0
-72113.45, 0
-72114.53, 0
-72144.95, 0
-72171.39, 0
-72197.74, 0
-72197.08, 0
-72196.41, 0
-72202.55, 0
-72198.06, 0
-72194.87, 0
-72166.52, 0
-72128.16, 0
-72075.01, 0
-71998.68, 0
-71934.56, 0
-71881.91, 0
-71880.44, 0
-71926.41, 0
-71991.36, 0
-72068.44, 0
-72118.57, 0
-72157.30, 0
-72188.60, 0
-72218.33, 0
-72283.06, 0
-72372.31, 0
-72510.05, 0
-72669.79, 0
-72802.27, 0
-72895.05, 0
-72911.86, 0
-72884.20, 0
-72838.79, 0
-72789.40, 0
-72774.93, 0
-72774.14, 0
-72800.31, 0
-72829.40, 0
-72825.89, 0
-72795.45, 0
-72726.17, 0
-72667.95, 0
-72636.33, 0
-72620.59, 0
-72631.35, 0
-72637.39, 0
-72645.20, 0
-72641.09, 0
-72613.18, 0
-72582.46, 0
-72538.52, 0
-72523.03, 0
-72538.67, 0
-72573.70, 0
-72630.54, 0
-72671.34, 0
-72707.40, 0
-72719.55, 0
-72699.37, 0
-72666.86, 0
-72607.66, 0
-72554.56, 0
-72518.53, 0
-72502.20, 0
-72526.26, 0
-72567.98, 0
-72648.10, 0
-72753.82, 0
-72857.32, 0
-72951.40, 0
-72995.14, 0
-73009.66, 0
-72992.53, 0
-72954.52, 0
-72933.56, 0
-72926.07, 0
-72962.59, 0
-73022.37, 0
-73071.54, 0
-73097.33, 0
-73059.18, 0
-72987.56, 0
-72888.29, 0
-72781.06, 0
-72708.67, 0
-72674.87, 0
-72702.39, 0
-72769.47, 0
-72846.14, 0
-72918.12, 0
-72946.30, 0
-72958.86, 0
-72958.07, 0
-72948.49, 0
-72941.97, 0
-72908.99, 0
-72868.73, 0
-72801.90, 0
-72700.47, 0
-72580.61, 0
-72444.12, 0
-72345.54, 0
-72296.34, 0
-72295.93, 0
-72339.95, 0
-72377.30, 0
-72408.43, 0
-72409.64, 0
-72383.07, 0
-72349.17, 0
-72300.09, 0
-72280.66, 0
-72291.32, 0
-72322.62, 0
-72373.30, 0
-72406.33, 0
-72444.20, 0
-72477.27, 0
-72500.87, 0
-72527.46, 0
-72529.82, 0
-72531.25, 0
-72520.26, 0
-72499.32, 0
-72484.93, 0
-72462.30, 0
-72472.88, 0
-72515.12, 0
-72576.77, 0
-72646.31, 0
-72686.16, 0
-72708.85, 0
-72697.95, 0
-72665.13, 0
-72636.24, 0
-72595.85, 0
-72568.41, 0
-72540.62, 0
-72502.93, 0
-72452.34, 0
-72361.37, 0
-72258.10, 0
-72147.35, 0
-72047.67, 0
-71975.51, 0
-71902.96, 0
-71850.49, 0
-71802.10, 0
-71765.35, 0
-71758.83, 0
-71771.37, 0
-71843.44, 0
-71960.85, 0
-72099.17, 0
-72223.76, 0
-72272.65, 0
-72265.23, 0
-72214.51, 0
-72170.10, 0
-72175.25, 0
-72218.66, 0
-72305.53, 0
-72383.90, 0
-72406.83, 0
-72348.61, 0
-72193.78, 0
-72030.63, 0
-71918.68, 0
-71917.56, 0
-72041.20, 0
-72215.70, 0
-72389.67, 0
-72483.69, 0
-72480.42, 0
-72409.81, 0
-72315.45, 0
-72288.12, 0
-72348.71, 0
-72477.99, 0
-72604.77, 0
-72626.63, 0
-72526.26, 0
-72308.33, 0
-72060.41, 0
-71887.74, 0
-71848.02, 0
-71987.82, 0
-72230.66, 0
-72469.94, 0
-72606.32, 0
-72589.22, 0
-72500.87, 0
-72434.87, 0
-72494.19, 0
-72711.79, 0
-72999.79, 0
-73251.63, 0
-73314.47, 0
-73120.06, 0
-72718.51, 0
-72239.71, 0
-71918.14, 0
-71899.51, 0
-72234.48, 0
-72819.74, 0
-73430.19, 0
-73871.51, 0
-73982.92, 0
-73767.73, 0
-73356.88, 0
-72929.84, 0
-72699.91, 0
-72732.52, 0
-72987.69, 0
-73312.86, 0
-73519.92, 0
-73538.20, 0
-73362.58, 0
-73101.14, 0
-72902.31, 0
-72861.28, 0
-73027.26, 0
-73295.54, 0
-73529.82, 0
-73603.98, 0
-73455.21, 0
-73169.77, 0
-72860.00, 0
-72682.79, 0
-72726.78, 0
-72958.40, 0
-73294.22, 0
-73558.00, 0
-73625.94, 0
-73444.62, 0
-73043.20, 0
-72568.25, 0
-72128.49, 0
-71809.32, 0
-71611.23, 0
-71457.84, 0
-71283.13, 0
-70990.60, 0
-70576.79, 0
-70098.08, 0
-69642.20, 0
-69333.92, 0
-69194.98, 0
-69209.63, 0
-69300.34, 0
-69350.38, 0
-69316.73, 0
-69154.57, 0
-68911.05, 0
-68670.32, 0
-68518.20, 0
-68556.32, 0
-68778.03, 0
-69152.45, 0
-69595.51, 0
-70003.03, 0
-70326.77, 0
-70502.73, 0
-70541.57, 0
-70483.48, 0
-70387.88, 0
-70363.66, 0
-70446.45, 0
-70666.08, 0
-71008.18, 0
-71411.71, 0
-71837.31, 0
-72191.72, 0
-72432.89, 0
-72541.72, 0
-72529.99, 0
-72483.76, 0
-72428.66, 0
-72413.05, 0
-72442.40, 0
-72502.12, 0
-72607.15, 0
-72705.61, 0
-72791.77, 0
-72860.93, 0
-72914.09, 0
-72995.65, 0
-73072.20, 0
-73141.24, 0
-73184.52, 0
-73185.81, 0
-73171.10, 0
-73123.73, 0
-73063.35, 0
-73005.93, 0
-72968.37, 0
-72991.32, 0
-73035.73, 0
-73094.85, 0
-73139.89, 0
-73145.53, 0
-73136.11, 0
-73084.37, 0
-73011.04, 0
-72919.02, 0
-72797.53, 0
-72708.36, 0
-72695.42, 0
-72799.62, 0
-72954.30, 0
-73042.25, 0
-73046.12, 0
-72956.60, 0
-72822.44, 0
-72640.69, 0
-72401.10, 0
-72173.80, 0
-71988.96, 0
-71894.14, 0
-71841.80, 0
-71753.69, 0
-71658.97, 0
-71588.93, 0
-71612.47, 0
-71710.42, 0
-71820.24, 0
-71948.21, 0
-72065.01, 0
-72178.61, 0
-72247.62, 0
-72233.84, 0
-72203.98, 0
-72195.67, 0
-72263.54, 0
-72357.88, 0
-72403.94, 0
-72417.38, 0
-72404.78, 0
-72405.65, 0
-72436.15, 0
-72526.95, 0
-72708.34, 0
-72902.28, 0
-73051.76, 0
-73096.08, 0
-73022.64, 0
-72907.90, 0
-72789.63, 0
-72744.59, 0
-72793.10, 0
-72909.89, 0
-73057.22, 0
-73131.10, 0
-73099.38, 0
-72957.78, 0
-72774.42, 0
-72686.81, 0
-72737.72, 0
-72957.94, 0
-73226.98, 0
-73389.48, 0
-73390.17, 0
-73217.51, 0
-72999.29, 0
-72840.34, 0
-72838.69, 0
-73096.84, 0
-73576.11, 0
-74169.57, 0
-74645.47, 0
-74795.61, 0
-74587.02, 0
-74087.67, 0
-73491.70, 0
-72941.30, 0
-72538.11, 0
-72364.22, 0
-72378.85, 0
-72516.96, 0
-72630.23, 0
-72611.34, 0
-72490.07, 0
-72308.02, 0
-72165.36, 0
-72069.06, 0
-71997.43, 0
-71968.48, 0
-71950.65, 0
-71949.89, 0
-71914.43, 0
-71804.27, 0
-71644.23, 0
-71431.83, 0
-71223.17, 0
-71014.27, 0
-70820.29, 0
-70732.53, 0
-70792.10, 0
-71035.41, 0
-71369.14, 0
-71663.85, 0
-71842.57, 0
-71817.07, 0
-71602.36, 0
-71217.42, 0
-70748.36, 0
-70358.90, 0
-70133.30, 0
-70123.75, 0
-70236.09, 0
-70347.09, 0
-70397.94, 0
-70350.72, 0
-70271.91, 0
-70188.23, 0
-70130.16, 0
-70144.48, 0
-70184.71, 0
-70209.55, 0
-70101.05, 0
-69810.81, 0
-69432.59, 0
-69099.89, 0
-69002.29, 0
-69213.84, 0
-69729.28, 0
-70494.64, 0
-71347.71, 0
-72148.21, 0
-72729.86, 0
-73031.02, 0
-73135.88, 0
-73143.02, 0
-73186.82, 0
-73283.18, 0
-73416.82, 0
-73582.77, 0
-73704.48, 0
-73777.14, 0
-73799.01, 0
-73824.12, 0
-73903.25, 0
-73966.36, 0
-74000.89, 0
-73974.91, 0
-73903.53, 0
-73816.29, 0
-73679.43, 0
-73543.84, 0
-73439.51, 0
-73415.37, 0
-73491.83, 0
-73574.64, 0
-73646.79, 0
-73687.97, 0
-73728.40, 0
-73793.82, 0
-73815.37, 0
-73797.10, 0
-73724.05, 0
-73626.05, 0
-73530.05, 0
-73395.25, 0
-73271.42, 0
-73189.62, 0
-73196.69, 0
-73287.67, 0
-73350.60, 0
-73353.59, 0
-73277.31, 0
-73151.25, 0
-73047.57, 0
-73011.74, 0
-73122.14, 0
-73338.02, 0
-73587.46, 0
-73793.34, 0
-73848.65, 0
-73753.89, 0
-73504.79, 0
-73171.85, 0
-72880.48, 0
-72702.61, 0
-72693.26, 0
-72771.51, 0
-72843.41, 0
-72838.30, 0
-72696.35, 0
-72497.22, 0
-72296.61, 0
-72217.97, 0
-72344.88, 0
-72626.07, 0
-73007.21, 0
-73356.83, 0
-73591.18, 0
-73662.84, 0
-73533.04, 0
-73311.07, 0
-73109.01, 0
-73053.45, 0
-73185.60, 0
-73386.79, 0
-73551.91, 0
-73544.97, 0
-73326.77, 0
-72928.74, 0
-72408.72, 0
-71944.30, 0
-71664.99, 0
-71673.05, 0
-71964.83, 0
-72387.33, 0
-72812.82, 0
-73096.19, 0
-73197.84, 0
-73145.21, 0
-72961.48, 0
-72762.31, 0
-72609.69, 0
-72562.21, 0
-72622.03, 0
-72706.04, 0
-72787.34, 0
-72816.79, 0
-72820.49, 0
-72825.03, 0
-72803.36, 0
-72783.94, 0
-72737.11, 0
-72669.59, 0
-72597.84, 0
-72506.93, 0
-72456.60, 0
-72441.04, 0
-72481.27, 0
-72596.97, 0
-72742.88, 0
-72909.64, 0
-73020.26, 0
-73069.03, 0
-73104.77, 0
-73147.76, 0
-73255.94, 0
-73395.26, 0
-73563.61, 0
-73767.06, 0
-73958.53, 0
-74136.81, 0
-74238.93, 0
-74273.37, 0
-74276.83, 0
-74244.31, 0
-74206.26, 0
-74117.31, 0
-73993.37, 0
-73862.20, 0
-73712.42, 0
-73587.03, 0
-73467.81, 0
-73377.04, 0
-73330.76, 0
-73291.25, 0
-73271.54, 0
-73229.01, 0
-73172.68, 0
-73110.65, 0
-73003.10, 0
-72858.93, 0
-72643.69, 0
-72391.36, 0
-72140.30, 0
-71901.91, 0
-71749.16, 0
-71695.49, 0
-71772.29, 0
-71966.13, 0
-72187.26, 0
-72390.96, 0
-72498.35, 0
-72510.51, 0
-72461.84, 0
-72381.48, 0
-72355.97, 0
-72396.23, 0
-72529.29, 0
-72739.37, 0
-72951.13, 0
-73145.79, 0
-73277.05, 0
-73374.92, 0
-73470.50, 0
-73563.19, 0
-73677.51, 0
-73762.47, 0
-73797.84, 0
-73750.00, 0
-73583.36, 0
-73341.60, 0
-73045.63, 0
-72784.88, 0
-72631.91, 0
-72579.88, 0
-72611.45, 0
-72607.89, 0
-72513.14, 0
-72327.76, 0
-72090.20, 0
-71909.51, 0
-71843.93, 0
-71985.28, 0
-72368.62, 0
-72918.84, 0
-73541.83, 0
-74069.42, 0
-74419.23, 0
-74566.99, 0
-74529.71, 0
-74402.41, 0
-74219.76, 0
-74061.06, 0
-73972.91, 0
-73940.59, 0
-73962.08, 0
-73961.88, 0
-74007.79, 0
-74056.26, 0
-74016.54, 0
-73889.58, 0
-73686.27, 0
-73448.40, 0
-73212.94, 0
-72991.57, 0
-72824.52, 0
-72694.06, 0
-72632.74, 0
-72661.06, 0
-72767.24, 0
-72975.82, 0
-73251.30, 0
-73592.11, 0
-73917.26, 0
-74079.80, 0
-74041.78, 0
-73819.74, 0
-73503.61, 0
-73138.12, 0
-72743.52, 0
-72410.45, 0
-72184.71, 0
-72074.68, 0
-72002.59, 0
-71897.64, 0
-71768.69, 0
-71646.79, 0
-71668.81, 0
-71948.27, 0
-72520.12, 0
-73357.08, 0
-74304.93, 0
-75219.43, 0
-75924.83, 0
-76286.09, 0
-76326.78, 0
-76187.06, 0
-76079.78, 0
-76054.16, 0
-76059.12, 0
-76037.59, 0
-75864.95, 0
-75550.48, 0
-75035.22, 0
-74290.93, 0
-73451.42, 0
-72658.78, 0
-72028.27, 0
-71495.22, 0
-70896.45, 0
-70206.10, 0
-69497.67, 0
-68935.45, 0
-68548.31, 0
-68281.60, 0
-68100.12, 0
-67915.35, 0
-67617.23, 0
-67015.47, 0
-66046.90, 0
-64934.40, 0
-64041.96, 0
-63752.85, 0
-64210.61, 0
-65329.77, 0
-66927.23, 0
-68720.29, 0
-70450.95, 0
-71865.40, 0
-72846.96, 0
-73510.68, 0
-74042.89, 0
-74616.68, 0
-75209.42, 0
-75724.14, 0
-76126.03, 0
-76412.56, 0
-76713.05, 0
-77152.12, 0
-77828.65, 0
-78811.95, 0
-79998.68, 0
-81199.19, 0
-82094.12, 0
-82397.03, 0
-82023.37, 0
-81053.98, 0
-79750.99, 0
-78354.30, 0
-77045.87, 0
-75970.54, 0
-75158.69, 0
-74619.37, 0
-74284.61, 0
-74095.93, 0
-74063.30, 0
-74165.82, 0
-74375.71, 0
-74543.21, 0
-74488.82, 0
-74123.46, 0
-73457.45, 0
-72676.43, 0
-71975.24, 0
-71537.29, 0
-71513.01, 0
-71885.23, 0
-72512.51, 0
-73077.71, 0
-73279.08, 0
-73017.96, 0
-72360.92, 0
-71542.20, 0
-70753.45, 0
-70133.28, 0
-69789.30, 0
-69707.08, 0
-69833.34, 0
-70016.57, 0
-70133.85, 0
-70188.51, 0
-70225.52, 0
-70325.70, 0
-70446.55, 0
-70496.55, 0
-70453.47, 0
-70327.88, 0
-70211.27, 0
-70094.65, 0
-70064.69, 0
-70170.36, 0
-70347.53, 0
-70536.06, 0
-70645.60, 0
-70594.52, 0
-70418.70, 0
-70217.21, 0
-70154.66, 0
-70293.55, 0
-70625.96, 0
-71129.94, 0
-71716.35, 0
-72303.46, 0
-72745.26, 0
-72976.10, 0
-73054.72, 0
-73044.52, 0
-73057.59, 0
-73136.59, 0
-73278.01, 0
-73437.35, 0
-73541.31, 0
-73602.50, 0
-73652.46, 0
-73735.95, 0
-73896.25, 0
-74153.71, 0
-74522.14, 0
-74890.43, 0
-75156.11, 0
-75309.92, 0
-75388.51, 0
-75478.48, 0
-75582.62, 0
-75694.89, 0
-75824.08, 0
-75943.70, 0
-76024.50, 0
-76006.74, 0
-75896.65, 0
-75720.55, 0
-75529.96, 0
-75428.50, 0
-75382.91, 0
-75399.14, 0
-75464.11, 0
-75511.13, 0
-75519.62, 0
-75445.55, 0
-75288.82, 0
-75099.66, 0
-74893.78, 0
-74712.33, 0
-74541.59, 0
-74380.55, 0
-74197.92, 0
-73938.99, 0
-73606.19, 0
-73194.43, 0
-72731.12, 0
-72248.44, 0
-71758.62, 0
-71326.54, 0
-70968.57, 0
-70695.04, 0
-70495.07, 0
-70331.81, 0
-70216.88, 0
-70138.28, 0
-70099.45, 0
-70102.63, 0
-70134.28, 0
-70216.64, 0
-70328.83, 0
-70466.85, 0
-70611.72, 0
-70735.82, 0
-70865.69, 0
-70965.42, 0
-71028.98, 0
-71078.58, 0
-71131.67, 0
-71228.74, 0
-71329.56, 0
-71412.33, 0
-71481.73, 0
-71544.91, 0
-71642.77, 0
-71745.93, 0
-71843.76, 0
-71941.68, 0
-72029.60, 0
-72125.65, 0
-72189.22, 0
-72211.47, 0
-72216.36, 0
-72230.37, 0
-72302.59, 0
-72402.07, 0
-72505.28, 0
-72594.98, 0
-72646.92, 0
-72668.39, 0
-72615.80, 0
-72500.21, 0
-72369.60, 0
-72274.97, 0
-72278.98, 0
-72350.32, 0
-72458.74, 0
-72575.64, 0
-72668.30, 0
-72738.97, 0
-72738.01, 0
-72671.58, 0
-72576.29, 0
-72490.96, 0
-72470.40, 0
-72486.84, 0
-72532.74, 0
-72603.41, 0
-72687.89, 0
-72799.86, 0
-72893.08, 0
-72958.96, 0
-73009.15, 0
-73051.03, 0
-73115.65, 0
-73167.98, 0
-73201.26, 0
-73221.09, 0
-73231.04, 0
-73256.78, 0
-73263.27, 0
-73251.82, 0
-73229.55, 0
-73202.27, 0
-73206.39, 0
-73213.70, 0
-73221.05, 0
-73224.85, 0
-73210.74, 0
-73190.53, 0
-73131.73, 0
-73043.51, 0
-72943.32, 0
-72843.27, 0
-72788.37, 0
-72757.73, 0
-72748.64, 0
-72745.14, 0
-72727.42, 0
-72702.10, 0
-72635.78, 0
-72546.10, 0
-72459.30, 0
-72399.38, 0
-72412.21, 0
-72475.01, 0
-72591.12, 0
-72745.69, 0
-72915.87, 0
-73102.18, 0
-73254.67, 0
-73360.10, 0
-73417.62, 0
-73426.23, 0
-73416.79, 0
-73368.50, 0
-73299.68, 0
-73225.51, 0
-73155.50, 0
-73122.84, 0
-73101.55, 0
-73096.08, 0
-73107.18, 0
-73125.20, 0
-73163.22, 0
-73184.12, 0
-73183.29, 0
-73155.18, 0
-73098.57, 0
-73044.41, 0
-72979.83, 0
-72925.67, 0
-72892.34, 0
-72882.60, 0
-72906.44, 0
-72922.85, 0
-72933.55, 0
-72929.35, 0
-72905.06, 0
-72893.62, 0
-72879.00, 0
-72881.33, 0
-72901.39, 0
-72930.36, 0
-72975.89, 0
-73001.29, 0
-73011.70, 0
-73016.96, 0
-73033.54, 0
-73088.91, 0
-73162.65, 0
-73259.40, 0
-73354.80, 0
-73418.87, 0
-73454.72, 0
-73431.28, 0
-73372.87, 0
-73305.83, 0
-73254.73, 0
-73249.45, 0
-73256.21, 0
-73260.23, 0
-73227.91, 0
-73133.52, 0
-72997.19, 0
-72830.57, 0
-72696.44, 0
-72640.50, 0
-72680.29, 0
-72820.91, 0
-72994.91, 0
-73160.16, 0
-73264.02, 0
-73267.61, 0
-73181.18, 0
-73004.62, 0
-72798.83, 0
-72606.96, 0
-72451.04, 0
-72357.33, 0
-72303.07, 0
-72294.09, 0
-72312.97, 0
-72347.20, 0
-72412.65, 0
-72492.36, 0
-72606.15, 0
-72746.52, 0
-72892.49, 0
-73053.26, 0
-73209.77, 0
-73381.02, 0
-73550.88, 0
-73703.22, 0
-73845.02, 0
-73944.61, 0
-74013.22, 0
-74040.16, 0
-74027.02, 0
-74010.19, 0
-73997.43, 0
-74028.81, 0
-74098.29, 0
-74188.95, 0
-74298.44, 0
-74396.31, 0
-74499.57, 0
-74596.12, 0
-74673.86, 0
-74748.89, 0
-74801.19, 0
-74843.00, 0
-74854.51, 0
-74829.02, 0
-74792.95, 0
-74749.97, 0
-74739.39, 0
-74749.47, 0
-74750.85, 0
-74716.95, 0
-74577.27, 0
-74305.13, 0
-73870.14, 0
-73285.95, 0
-72619.70, 0
-71913.36, 0
-71243.46, 0
-70628.22, 0
-70067.87, 0
-69571.81, 0
-69110.52, 0
-68701.70, 0
-68344.24, 0
-68063.97, 0
-67910.02, 0
-67880.63, 0
-67983.72, 0
-68170.42, 0
-68385.72, 0
-68602.54, 0
-68781.46, 0
-68939.44, 0
-69075.38, 0
-69202.86, 0
-69355.92, 0
-69525.60, 0
-69728.07, 0
-69931.79, 0
-70113.19, 0
-70293.75, 0
-70468.60, 0
-70670.92, 0
-70888.07, 0
-71104.00, 0
-71320.04, 0
-71500.71, 0
-71650.97, 0
-71752.13, 0
-71811.70, 0
-71868.96, 0
-71937.65, 0
-72053.57, 0
-72189.77, 0
-72313.94, 0
-72416.20, 0
-72473.83, 0
-72508.87, 0
-72512.54, 0
-72507.30, 0
-72527.74, 0
-72562.36, 0
-72619.58, 0
-72660.90, 0
-72661.54, 0
-72627.64, 0
-72558.64, 0
-72507.78, 0
-72482.22, 0
-72492.22, 0
-72551.95, 0
-72636.45, 0
-72739.58, 0
-72815.79, 0
-72851.13, 0
-72869.60, 0
-72871.08, 0
-72891.11, 0
-72910.61, 0
-72915.82, 0
-72919.95, 0
-72904.56, 0
-72889.35, 0
-72860.36, 0
-72827.80, 0
-72819.60, 0
-72820.25, 0
-72830.29, 0
-72801.50, 0
-72701.68, 0
-72538.35, 0
-72306.28, 0
-72052.79, 0
-71800.54, 0
-71598.76, 0
-71505.12, 0
-71518.00, 0
-71638.33, 0
-71802.78, 0
-71964.35, 0
-72102.64, 0
-72183.39, 0
-72231.06, 0
-72249.61, 0
-72272.07, 0
-72340.68, 0
-72441.21, 0
-72570.17, 0
-72671.96, 0
-72720.51, 0
-72724.75, 0
-72678.22, 0
-72626.00, 0
-72580.94, 0
-72573.68, 0
-72624.30, 0
-72689.26, 0
-72746.59, 0
-72735.82, 0
-72645.84, 0
-72504.63, 0
-72327.51, 0
-72180.87, 0
-72086.79, 0
-72072.47, 0
-72146.74, 0
-72252.79, 0
-72352.30, 0
-72378.22, 0
-72325.23, 0
-72229.02, 0
-72112.34, 0
-72042.42, 0
-72036.25, 0
-72114.09, 0
-72274.99, 0
-72463.22, 0
-72655.59, 0
-72803.20, 0
-72907.98, 0
-72997.18, 0
-73073.16, 0
-73173.78, 0
-73281.10, 0
-73390.40, 0
-73489.77, 0
-73540.24, 0
-73549.29, 0
-73497.32, 0
-73396.64, 0
-73274.23, 0
-73149.44, 0
-73068.58, 0
-73020.32, 0
-73008.80, 0
-73033.94, 0
-73065.36, 0
-73106.49, 0
-73127.35, 0
-73141.07, 0
-73183.92, 0
-73256.48, 0
-73388.25, 0
-73551.44, 0
-73734.79, 0
-73925.60, 0
-74087.61, 0
-74223.10, 0
-74298.51, 0
-74322.06, 0
-74310.99, 0
-74252.35, 0
-74171.87, 0
-74054.55, 0
-73922.43, 0
-73806.35, 0
-73706.32, 0
-73651.21, 0
-73621.41, 0
-73620.11, 0
-73640.59, 0
-73642.77, 0
-73626.81, 0
-73567.18, 0
-73488.51, 0
-73424.91, 0
-73377.54, 0
-73363.03, 0
-73352.19, 0
-73342.46, 0
-73322.46, 0
-73268.04, 0
-73204.57, 0
-73135.99, 0
-73097.19, 0
-73105.21, 0
-73120.05, 0
-73109.91, 0
-73009.23, 0
-72809.27, 0
-72536.07, 0
-72233.03, 0
-71997.40, 0
-71873.43, 0
-71881.89, 0
-71960.39, 0
-71965.86, 0
-71781.16, 0
-71296.89, 0
-70536.29, 0
-69621.29, 0
-68731.18, 0
-68115.82, 0
-67929.94, 0
-68246.50, 0
-68988.03, 0
-69947.59, 0
-70918.07, 0
-71690.33, 0
-72176.97, 0
-72378.58, 0
-72355.88, 0
-72245.24, 0
-72135.18, 0
-72101.74, 0
-72144.55, 0
-72209.95, 0
-72277.60, 0
-72311.59, 0
-72335.73, 0
-72372.42, 0
-72416.16, 0
-72478.90, 0
-72522.68, 0
-72544.53, 0
-72524.68, 0
-72446.14, 0
-72358.60, 0
-72289.30, 0
-72291.77, 0
-72374.57, 0
-72501.36, 0
-72659.81, 0
-72800.69, 0
-72916.72, 0
-72992.87, 0
-73008.93, 0
-72992.19, 0
-72935.33, 0
-72849.67, 0
-72714.38, 0
-72491.77, 0
-72204.63, 0
-71863.29, 0
-71532.21, 0
-71246.54, 0
-71005.56, 0
-70827.76, 0
-70681.03, 0
-70555.56, 0
-70418.76, 0
-70247.78, 0
-70090.62, 0
-69982.80, 0
-69987.27, 0
-70120.19, 0
-70344.54, 0
-70630.81, 0
-70911.00, 0
-71159.48, 0
-71349.35, 0
-71469.24, 0
-71573.53, 0
-71685.05, 0
-71840.25, 0
-72021.91, 0
